CVE,Risk,Host,Port,Name,Synopsis,Solution,See Also
CVE-2016-8735,Critical,172.16.14.27,8080,Apache Tomcat 6.0.x < 6.0.48 / 7.0.x < 7.0.73 / 8.0.x < 8.0.39 / 8.5.x < 8.5.8 / 9.0.x < 9.0.0.M13 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 6.0.48 / 7.0.73 / 8.0.39 / 8.5.8 / 9.0.0.M13 or
later.","http://www.nessus.org/u?1e8a81e1
http://www.nessus.org/u?1c7e7b23
http://www.nessus.org/u?833cb56a
http://www.nessus.org/u?87d6ed56
http://www.nessus.org/u?5f7bb039"
CVE-2016-6816,Critical,172.16.14.27,8443,Apache Tomcat 6.0.x < 6.0.48 / 7.0.x < 7.0.73 / 8.0.x < 8.0.39 / 8.5.x < 8.5.8 / 9.0.x < 9.0.0.M13 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 6.0.48 / 7.0.73 / 8.0.39 / 8.5.8 / 9.0.0.M13 or
later.","http://www.nessus.org/u?1e8a81e1
http://www.nessus.org/u?1c7e7b23
http://www.nessus.org/u?833cb56a
http://www.nessus.org/u?87d6ed56
http://www.nessus.org/u?5f7bb039"
CVE-2016-6817,Critical,172.16.14.27,8443,Apache Tomcat 6.0.x < 6.0.48 / 7.0.x < 7.0.73 / 8.0.x < 8.0.39 / 8.5.x < 8.5.8 / 9.0.x < 9.0.0.M13 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 6.0.48 / 7.0.73 / 8.0.39 / 8.5.8 / 9.0.0.M13 or
later.","http://www.nessus.org/u?1e8a81e1
http://www.nessus.org/u?1c7e7b23
http://www.nessus.org/u?833cb56a
http://www.nessus.org/u?87d6ed56
http://www.nessus.org/u?5f7bb039"
CVE-2016-8735,Critical,172.16.14.27,8443,Apache Tomcat 6.0.x < 6.0.48 / 7.0.x < 7.0.73 / 8.0.x < 8.0.39 / 8.5.x < 8.5.8 / 9.0.x < 9.0.0.M13 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 6.0.48 / 7.0.73 / 8.0.39 / 8.5.8 / 9.0.0.M13 or
later.","http://www.nessus.org/u?1e8a81e1
http://www.nessus.org/u?1c7e7b23
http://www.nessus.org/u?833cb56a
http://www.nessus.org/u?87d6ed56
http://www.nessus.org/u?5f7bb039"
CVE-2016-8745,High,172.16.14.27,8080,Apache Tomcat 6.0.16 < 6.0.50 / 7.0.x < 7.0.75 / 8.0.x < 8.0.41 / 8.5.x < 8.5.9 / 9.0.x < 9.0.0.M15 NIO HTTP Connector Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.","Upgrade to Apache Tomcat version 6.0.50 / 7.0.75 / 8.0.41 / 8.5.9 / 
9.0.0.M15 or later. For the 6.0.x version branch, the vulnerability 
was fixed in 6.0.49; however, that release candidate was not approved, 
and 6.0.50 is still pending release.","http://www.nessus.org/u?3a06fd01
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.9
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.41
http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.75
http://tomcat.apache.org/security-6.html#Fixed_in_Apache_Tomcat_6.0.50"
CVE-2016-8745,High,172.16.14.27,8443,Apache Tomcat 6.0.16 < 6.0.50 / 7.0.x < 7.0.75 / 8.0.x < 8.0.41 / 8.5.x < 8.5.9 / 9.0.x < 9.0.0.M15 NIO HTTP Connector Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.","Upgrade to Apache Tomcat version 6.0.50 / 7.0.75 / 8.0.41 / 8.5.9 / 
9.0.0.M15 or later. For the 6.0.x version branch, the vulnerability 
was fixed in 6.0.49; however, that release candidate was not approved, 
and 6.0.50 is still pending release.","http://www.nessus.org/u?3a06fd01
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.9
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.41
http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.75
http://tomcat.apache.org/security-6.html#Fixed_in_Apache_Tomcat_6.0.50"
CVE-2017-5647,High,172.16.14.27,8080,Apache Tomcat 6.0.x < 6.0.53 / 7.0.x < 7.0.77 / 8.0.x < 8.0.43 Pipelined Requests Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.",Upgrade to Apache Tomcat version 6.0.53 / 7.0.77 / 8.0.43 or later.,"https://tomcat.apache.org/security-6.html#Fixed_in_Apache_Tomcat_6.0.53
https://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.77
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.43"
CVE-2017-5647,High,172.16.14.27,8443,Apache Tomcat 6.0.x < 6.0.53 / 7.0.x < 7.0.77 / 8.0.x < 8.0.43 Pipelined Requests Information Disclosure,"The remote Apache Tomcat server is affected by an information
disclosure vulnerability.",Upgrade to Apache Tomcat version 6.0.53 / 7.0.77 / 8.0.43 or later.,"https://tomcat.apache.org/security-6.html#Fixed_in_Apache_Tomcat_6.0.53
https://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.77
https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.43"
CVE-2017-5664,High,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.78 / 8.0.x < 8.0.44 / 8.5.x < 8.5.15 / 9.0.x < 9.0.0.M21 Remote Error Page Manipulation,"The remote Apache Tomcat server is affected by a remote error page
manipulation vulnerability.",Upgrade to Apache Tomcat version 7.0.78 / 8.0.44 / 8.5.15 / 9.0.0.M21 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.78
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.44
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.15
http://www.nessus.org/u?a774a43b"
CVE-2017-5664,High,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.78 / 8.0.x < 8.0.44 / 8.5.x < 8.5.15 / 9.0.x < 9.0.0.M21 Remote Error Page Manipulation,"The remote Apache Tomcat server is affected by a remote error page
manipulation vulnerability.",Upgrade to Apache Tomcat version 7.0.78 / 8.0.44 / 8.5.15 / 9.0.0.M21 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.78
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.44
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.15
http://www.nessus.org/u?a774a43b"
CVE-2017-12615,High,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.81 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 7.0.81 or later.

Note that the remote code execution issue was fixed in Apache Tomcat
7.0.80 but the release vote for the 7.0.81 release candidate did not
pass. Therefore, although users must download 7.0.81 to obtain a
version that includes the fix for this issue, version 7.0.80 is not
included in the list of affected versions.",http://www.nessus.org/u?d6b65377
CVE-2017-12616,High,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.81 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 7.0.81 or later.

Note that the remote code execution issue was fixed in Apache Tomcat
7.0.80 but the release vote for the 7.0.81 release candidate did not
pass. Therefore, although users must download 7.0.81 to obtain a
version that includes the fix for this issue, version 7.0.80 is not
included in the list of affected versions.",http://www.nessus.org/u?d6b65377
CVE-2017-12615,High,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.81 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 7.0.81 or later.

Note that the remote code execution issue was fixed in Apache Tomcat
7.0.80 but the release vote for the 7.0.81 release candidate did not
pass. Therefore, although users must download 7.0.81 to obtain a
version that includes the fix for this issue, version 7.0.80 is not
included in the list of affected versions.",http://www.nessus.org/u?d6b65377
CVE-2017-12616,High,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.81 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by multiple
vulnerabilities.","Upgrade to Apache Tomcat version 7.0.81 or later.

Note that the remote code execution issue was fixed in Apache Tomcat
7.0.80 but the release vote for the 7.0.81 release candidate did not
pass. Therefore, although users must download 7.0.81 to obtain a
version that includes the fix for this issue, version 7.0.80 is not
included in the list of affected versions.",http://www.nessus.org/u?d6b65377
CVE-2017-12617,High,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.82 / 8.5.x < 8.5.23 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by a code execution
vulnerability.",Upgrade to Apache Tomcat version 7.0.82 / 8.5.23 or later.,http://www.nessus.org/u?4f047e41
CVE-2017-12617,High,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.82 / 8.5.x < 8.5.23 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by a code execution
vulnerability.",Upgrade to Apache Tomcat version 7.0.82 / 8.5.23 or later.,http://www.nessus.org/u?4f047e41
CVE-2017-12617,High,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.82 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by a code execution
vulnerability.",Upgrade to Apache Tomcat version 7.0.82 or later.,http://www.nessus.org/u?bbdfd5cb
CVE-2017-12617,High,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.82 Multiple Vulnerabilities,"The remote Apache Tomcat server is affected by a code execution
vulnerability.",Upgrade to Apache Tomcat version 7.0.82 or later.,http://www.nessus.org/u?bbdfd5cb
CVE-2015-5346,High,172.16.14.27,8080,Apache Tomcat < 7.0.67 Session Fixation,"The remote Apache Tomcat server is affected by a 
session fixation vulnerability.",Upgrade to Apache Tomcat version 7.0.67 or later.,http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.67
CVE-2015-5346,High,172.16.14.27,8443,Apache Tomcat < 7.0.67 Session Fixation,"The remote Apache Tomcat server is affected by a 
session fixation vulnerability.",Upgrade to Apache Tomcat version 7.0.67 or later.,http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.67
CVE-2016-3092,High,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.70 / 8.0.x < 8.0.36 / 8.5.x < 8.5.3 / 9.0.x < 9.0.0.M8 Denial of Service,"The remote Apache Tomcat server is affected by a 
denial of service vulnerability.",Upgrade to Apache Tomcat version 7.0.70 / 8.0.36 / 8.5.3 / 9.0.0.M8 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.70
http://www.nessus.org/u?ecb3da27
http://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.0.M8"
CVE-2016-3092,High,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.70 / 8.0.x < 8.0.36 / 8.5.x < 8.5.3 / 9.0.x < 9.0.0.M8 Denial of Service,"The remote Apache Tomcat server is affected by a 
denial of service vulnerability.",Upgrade to Apache Tomcat version 7.0.70 / 8.0.36 / 8.5.3 / 9.0.0.M8 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.70
http://www.nessus.org/u?ecb3da27
http://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.0.M8"
CVE-2017-5648,Critical,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.76 / 8.0.x < 8.0.42 / 8.5.x < 8.5.12 / 9.0.x < 9.0.0.M18 Improper Access Control,"The remote Apache Tomcat server is affected by an 
improper access control vulnerability.",Upgrade to Apache Tomcat version 7.0.76 / 8.0.42 / 8.5.12 / 9.0.0.M18 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.76
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.42
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.12
http://www.nessus.org/u?3f871212"
CVE-2017-5648,Critical,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.76 / 8.0.x < 8.0.42 / 8.5.x < 8.5.12 / 9.0.x < 9.0.0.M18 Improper Access Control,"The remote Apache Tomcat server is affected by an 
improper access control vulnerability.",Upgrade to Apache Tomcat version 7.0.76 / 8.0.42 / 8.5.12 / 9.0.0.M18 or later.,"http://tomcat.apache.org/security-7.html#Fixed_in_Apache_Tomcat_7.0.76
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.0.42
http://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.12
http://www.nessus.org/u?3f871212"
CVE-2019-17569,Critical,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2020-1935,Critical,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2020-1938,Critical,172.16.14.27,8080,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2019-17569,Critical,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2020-1935,Critical,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2020-1938,Critical,172.16.14.27,8443,Apache Tomcat 7.0.x < 7.0.100 / 8.5.x < 8.5.51 / 9.0.x < 9.0.31 Multiple Vulnerabilities,The remote Apache Tomcat server is affected by multiple vulnerabilities.,"Upgrade to Apache Tomcat version 7.0.100, 8.5.51, 9.0.31 or later.","https://www.cnvd.org.cn/webinfo/show/5415
http://www.nessus.org/u?8ebe6246
http://www.nessus.org/u?4e287adb
http://www.nessus.org/u?cbc3d54e"
CVE-2020-9484,High,172.16.14.27,8080,Apache Tomcat 7.0.0 < 7.0.104 Remote Code Execution,The remote Apache Tomcat server is affected by a remote code execution vulnerability,Upgrade to Apache Tomcat version 7.0.104 or later.,http://www.nessus.org/u?d383947b
CVE-2020-9484,High,172.16.14.27,8443,Apache Tomcat 7.0.0 < 7.0.104 Remote Code Execution,The remote Apache Tomcat server is affected by a remote code execution vulnerability,Upgrade to Apache Tomcat version 7.0.104 or later.,http://www.nessus.org/u?d383947b
CVE-2020-9484,High,172.16.14.27,8080,Apache Tomcat 7.0.0 < 7.0.108 RCE,The remote Apache Tomcat server is affected by a remote code execution vulnerability,Upgrade to Apache Tomcat version 7.0.108 or later.,"http://www.nessus.org/u?e5b3746f
http://www.nessus.org/u?b7d039d2"
CVE-2021-25329,High,172.16.14.27,8080,Apache Tomcat 7.0.0 < 7.0.108 RCE,The remote Apache Tomcat server is affected by a remote code execution vulnerability,Upgrade to Apache Tomcat version 7.0.108 or later.,"http://www.nessus.org/u?e5b3746f
http://www.nessus.org/u?b7d039d2"
CVE-2020-9484,High,172.16.14.27,8443,Apache Tomcat 7.0.0 < 7.0.108 RCE,The remote Apache Tomcat server is affected by a remote code execution vulnerability,Upgrade to Apache Tomcat version 7.0.108 or later.,"http://www.nessus.org/u?e5b3746f
http://www.nessus.org/u?b7d039d2"
CVE-2021-25329,High,172.16.14.27,8443,Apache Tomcat 7.0.0 < 7.0.108 RCE,The remote Apache Tomcat server is affected by a remote code execution vulnerability,Upgrade to Apache Tomcat version 7.0.108 or later.,"http://www.nessus.org/u?e5b3746f
http://www.nessus.org/u?b7d039d2"
CVE-1999-0519,High,172.16.14.30,445,SMB NULL Session Authentication,It is possible to log into the remote host with a NULL session.,Please contact the product vendor for recommended solutions.,"http://www.nessus.org/u?e32d594f
http://www.nessus.org/u?9182e66b
http://www.nessus.org/u?a33fe205"
CVE-1999-0520,High,172.16.14.30,445,SMB NULL Session Authentication,It is possible to log into the remote host with a NULL session.,Please contact the product vendor for recommended solutions.,"http://www.nessus.org/u?e32d594f
http://www.nessus.org/u?9182e66b
http://www.nessus.org/u?a33fe205"
CVE-2002-1117,High,172.16.14.30,445,SMB NULL Session Authentication,It is possible to log into the remote host with a NULL session.,Please contact the product vendor for recommended solutions.,"http://www.nessus.org/u?e32d594f
http://www.nessus.org/u?9182e66b
http://www.nessus.org/u?a33fe205"
,Critical,172.16.14.30,80,Unsupported Web Server Detection,The remote web server is obsolete / unsupported.,"Remove the web server if it is no longer needed. Otherwise, upgrade to a
supported version if possible or switch to another server.",
,Critical,172.16.14.30,4040,Unsupported Web Server Detection,The remote web server is obsolete / unsupported.,"Remove the web server if it is no longer needed. Otherwise, upgrade to a
supported version if possible or switch to another server.",
,Critical,172.16.14.30,8081,Unsupported Web Server Detection,The remote web server is obsolete / unsupported.,"Remove the web server if it is no longer needed. Otherwise, upgrade to a
supported version if possible or switch to another server.",
,Critical,172.16.14.30,8082,Unsupported Web Server Detection,The remote web server is obsolete / unsupported.,"Remove the web server if it is no longer needed. Otherwise, upgrade to a
supported version if possible or switch to another server.",
,Critical,172.16.14.30,0,Microsoft Windows Server 2003 Unsupported Installation Detection,The remote operating system is no longer supported.,Upgrade to a version of Windows that is currently supported.,"http://www.nessus.org/u?76f71a39
http://www.nessus.org/u?321523eb
https://blogs.technet.microsoft.com/filecab/2016/09/16/stop-using-smb1/
http://www.nessus.org/u?8dcab5e4"
,Critical,172.16.14.30,80,Microsoft IIS 6.0 Unsupported Version Detection,"An unsupported version of Microsoft IIS is running on the remote
Windows host.",Upgrade to a version of Microsoft IIS that is currently supported.,"http://www.nessus.org/u?d99a8431
https://www.microsoft.com/en-us/cloud-platform/windows-server-2003"
,Critical,172.16.14.30,4040,Microsoft IIS 6.0 Unsupported Version Detection,"An unsupported version of Microsoft IIS is running on the remote
Windows host.",Upgrade to a version of Microsoft IIS that is currently supported.,"http://www.nessus.org/u?d99a8431
https://www.microsoft.com/en-us/cloud-platform/windows-server-2003"
,Critical,172.16.14.30,8081,Microsoft IIS 6.0 Unsupported Version Detection,"An unsupported version of Microsoft IIS is running on the remote
Windows host.",Upgrade to a version of Microsoft IIS that is currently supported.,"http://www.nessus.org/u?d99a8431
https://www.microsoft.com/en-us/cloud-platform/windows-server-2003"
,Critical,172.16.14.30,8082,Microsoft IIS 6.0 Unsupported Version Detection,"An unsupported version of Microsoft IIS is running on the remote
Windows host.",Upgrade to a version of Microsoft IIS that is currently supported.,"http://www.nessus.org/u?d99a8431
https://www.microsoft.com/en-us/cloud-platform/windows-server-2003"
,Critical,172.16.14.30,0,Unsupported Windows OS (remote),The remote OS or service pack is no longer supported.,Upgrade to a supported service pack or operating system,https://support.microsoft.com/en-us/lifecycle
,Critical,172.16.14.31,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,172.16.14.31,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
CVE-2016-2183,High,172.16.14.33,5005,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
,Critical,172.16.14.34,1521,Oracle Database Unsupported Version Detection,"The remote host is running an unsupported version of a database
server.",Upgrade to a version of Oracle Database that is currently supported.,http://www.nessus.org/u?ccd068d1
CVE-2012-1675,High,172.16.14.34,1521,Oracle TNS Listener Remote Poisoning,It was possible to register with a remote Oracle TNS listener.,Apply the workaround in Oracle's advisory.,"http://www.nessus.org/u?8c8334e6
http://www.nessus.org/u?06d298e5
https://seclists.org/fulldisclosure/2012/Apr/204"
,High,172.16.14.35,5900,VNC Server Unauthenticated Access,The remote VNC server does not require authentication.,Disable the No Authentication security type.,
,High,172.16.14.35,5900,VNC Server Unauthenticated Access: Screenshot,The remote VNC server does not require authentication.,Disable the 'No Authentication' security type.,
CVE-2018-2628,Critical,172.16.14.35,7001,Oracle WebLogic Server Deserialization RCE (CVE-2018-2628),"The remote Oracle WebLogic server is affected by a remote code
execution vulnerability.","Apply the appropriate patch according to the April 2018 Oracle
Critical Patch Update advisory.

Note that the patch for CVE-2018-2628 is reportedly incomplete.
Refer to Oracle for any additional patch instructions or
mitigation options.","http://www.nessus.org/u?4e39ef65
https://github.com/brianwrf/CVE-2018-2628
https://github.com/shengqi158/CVE-2018-2628
http://www.nessus.org/u?9cf2dde7"
CVE-2018-2893,Critical,172.16.14.35,7001,Oracle WebLogic Server Deserialization RCE (CVE-2018-2893),The remote Oracle WebLogic server is affected by a remote code execution vulnerability.,Apply the appropriate patch according to the July 2018 Oracle Critical Patch Update advisory.,"http://www.nessus.org/u?50f36723
https://github.com/anbai-inc/CVE-2018-2893
https://github.com/Ryaninf/CVE-2018-2893"
CVE-2013-4786,High,172.16.14.38,623,IPMI v2.0 Password Hash Disclosure,The remote host supports IPMI version 2.0.,"There is no patch for this vulnerability; it is an inherent problem
with the specification for IPMI v2.0. Suggested mitigations include :

  - Disabling IPMI over LAN if it is not needed.

  - Using strong passwords to limit the successfulness of
    off-line dictionary attacks.

  - Using Access Control Lists (ACLs) or isolated networks
    to limit access to your IPMI management interfaces.",http://fish2.com/ipmi/remote-pw-cracking.html
CVE-2014-2601,High,172.16.14.38,80,iLO 2 <= 2.23 Denial of Service Vulnerability,"The remote HP Integrated Lights-Out (iLO) server's web interface is
affected by a denial of service vulnerability.",Upgrade firmware of iLO 2 to 2.25 or later.,http://www.nessus.org/u?5f729249
CVE-2016-2183,High,172.16.14.39,1433,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-1999-0170,Critical,172.16.14.4,2049,NFS Exported Share Information Disclosure,It is possible to access NFS shares on the remote host.,"Configure NFS on the remote host so that only authorized hosts can
mount its remote shares.",
CVE-1999-0211,Critical,172.16.14.4,2049,NFS Exported Share Information Disclosure,It is possible to access NFS shares on the remote host.,"Configure NFS on the remote host so that only authorized hosts can
mount its remote shares.",
CVE-1999-0554,Critical,172.16.14.4,2049,NFS Exported Share Information Disclosure,It is possible to access NFS shares on the remote host.,"Configure NFS on the remote host so that only authorized hosts can
mount its remote shares.",
,Critical,172.16.14.42,443,SSL Version 2 and 3 Protocol Detection,"The remote service encrypts traffic using a protocol with known
weaknesses.","Consult the application's documentation to disable SSL 2.0 and 3.0.
Use TLS 1.2 (with approved cipher suites) or higher instead.","https://www.schneier.com/academic/paperfiles/paper-ssl.pdf
http://www.nessus.org/u?b06c7e95
http://www.nessus.org/u?247c4540
https://www.openssl.org/~bodo/ssl-poodle.pdf
http://www.nessus.org/u?5d15ba70
https://www.imperialviolet.org/2014/10/14/poodle.html
https://tools.ietf.org/html/rfc7507
https://tools.ietf.org/html/rfc7568"
,Critical,172.16.14.42,80,Unsupported Web Server Detection,The remote web server is obsolete / unsupported.,"Remove the web server if it is no longer needed. Otherwise, upgrade to a
supported version if possible or switch to another server.",
,Critical,172.16.14.42,443,Unsupported Web Server Detection,The remote web server is obsolete / unsupported.,"Remove the web server if it is no longer needed. Otherwise, upgrade to a
supported version if possible or switch to another server.",
CVE-2004-2761,High,172.16.14.42,3389,SSL Certificate Signed Using Weak Hashing Algorithm,"An SSL certificate in the certificate chain has been signed using a
weak hash algorithm.",Contact the Certificate Authority to have the SSL certificate reissued.,"https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba"
CVE-2016-2183,High,172.16.14.42,443,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2016-2183,High,172.16.14.42,3389,SSL Medium Strength Cipher Suites Supported (SWEET32),The remote service supports the use of medium strength SSL ciphers.,"Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info"
CVE-2010-3972,Critical,172.16.14.42,21,MS11-004: Vulnerability in Internet Information Services (IIS) FTP Service Could Allow Remote Code Execution (2489256) (uncredentialed check),"The FTP service running on the remote host has a memory corruption
vulnerability.","Microsoft has released a set of patches for Windows Vista, 2008, 2008
R2, and 7.",https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2011/ms11-004
CVE-2012-0002,High,172.16.14.42,3389,MS12-020: Vulnerabilities in Remote Desktop Could Allow Remote Code Execution (2671387) (uncredentialed check),The remote Windows host could allow arbitrary code execution.,"Microsoft has released a set of patches for Windows XP, 2003, Vista,
2008, 7, and 2008 R2.

Note that an extended support contract with Microsoft is required to
obtain the patch for this vulnerability for Windows 2000.",https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2012/ms12-020
CVE-2012-0152,High,172.16.14.42,3389,MS12-020: Vulnerabilities in Remote Desktop Could Allow Remote Code Execution (2671387) (uncredentialed check),The remote Windows host could allow arbitrary code execution.,"Microsoft has released a set of patches for Windows XP, 2003, Vista,
2008, 7, and 2008 R2.

Note that an extended support contract with Microsoft is required to
obtain the patch for this vulnerability for Windows 2000.",https://docs.microsoft.com/en-us/security-updates/SecurityBulletins/2012/ms12-020
